1960-12-31,USA,nan,8.006322523817438
1961-12-31,USA,nan,8.025895915786732
1962-12-31,USA,nan,8.0820973299318
1963-12-31,USA,nan,8.121590228967138
1964-12-31,USA,nan,8.17900752816344
1965-12-31,USA,nan,8.24755749938759
1966-12-31,USA,nan,8.327558953011646
1967-12-31,USA,nan,8.372389209943627
1968-12-31,USA,nan,8.45203333658422
1969-12-31,USA,nan,8.521184851399799
1970-12-31,USA,nan,8.562987762074464
1971-12-31,USA,nan,8.632195938899832
1972-12-31,USA,nan,8.715062911602612
1973-12-31,USA,nan,8.81378925929231
1974-12-31,USA,nan,8.885398198302392
1975-12-31,USA,nan,8.962065746980777
1976-12-31,USA,nan,9.05861632484169
1977-12-31,USA,nan,9.15404263085479
1978-12-31,USA,nan,9.265297029141555
1979-12-31,USA,nan,9.365135004420425
1980-12-31,USA,nan,9.43944941480793
1981-12-31,USA,nan,9.54510439274997
1982-12-31,USA,nan,9.577327107070772
1983-12-31,USA,nan,9.651423153507684
1984-12-31,USA,nan,9.748074229201587
1985-12-31,USA,nan,9.811198329999506
1986-12-31,USA,nan,9.855936048644013
1987-12-31,USA,nan,9.905432714444759
1988-12-31,USA,nan,9.971940835228784
1989-12-31,USA,nan,10.037019451604518
1990-12-31,USA,44378.5240275575,10.081156637046137
1991-12-31,USA,43742.0261213549,10.099969168513791
1992-12-31,USA,44659.1514617994,10.143251842001403
1993-12-31,USA,45286.9355090342,10.180637875311893
1994-12-31,USA,46537.3571477424,10.229001877665112
1995-12-31,USA,47220.9579604358,10.264334431386374
1996-12-31,USA,48435.70010416,10.307875838351713
1997-12-31,USA,49984.2696497419,10.356444807530723
1998-12-31,USA,51619.8698375216,10.399818949225777
1999-12-31,USA,53474.045430104,10.449160597091558
2000-12-31,USA,55038.6224959451,10.500397916095611
2001-12-31,USA,55017.3049786608,10.522278121549752
2002-12-31,USA,55436.1169813778,10.545282480583818
2003-12-31,USA,56498.2078314911,10.583809716922971
2004-12-31,USA,58131.6336853496,10.638846919941331
2005-12-31,USA,59604.7536374577,10.694745693139893
2006-12-31,USA,60676.5655690664,10.742940454691437
2007-12-31,USA,61306.596938633,10.78000207155957
2008-12-31,USA,60798.4338401606,10.790762282023687
2009-12-31,USA,58714.9736915861,10.762042033519604
2010-12-31,USA,59789.4129069749,10.792255175108533
2011-12-31,USA,60245.4843994565,10.820275536747806
2012-12-31,USA,61134.530608776,10.85337554547032
2013-12-31,USA,61958.7234416953,10.881419100567834
2014-12-31,USA,63018.8033942192,10.914605088344972
2015-12-31,USA,64359.4725899466,10.943285685019262
2016-12-31,USA,65017.654963867,10.96193911821658
2017-12-31,USA,66155.5555676249,10.995999579716472
2018-12-31,USA,67719.7656392064,11.042919826746584
2019-12-31,USA,69112.602688656,11.078234162273805
2020-12-31,USA,67342.0709287722,11.059046321544642
2021-12-31,USA,71307.4017277218,11.15917553779634
2022-12-31,USA,72679.2575396348,11.247099451053959
2023-12-31,USA,74158.7164155605,11.302602652102554
2024-12-31,USA,75489.2664334817,11.34490958173981
